name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bremen,2022-02-15T18:00:00,6.9,3.1,1.1,66.97,0,0,,0,0,41.8,23,200,1006.1,100,45,12,0,0,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-15T19:00:00,6.9,3.1,0.9,65.65,0,0,,0,0,60.8,23.4,190,1005.3,100,40,,,,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-15T20:00:00,6.6,2.3,1.6,69.99,0.014,100,rain,0,0,50.4,29.5,200,1004.6,100,22,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-15T21:00:00,6.3,1.8,2.7,77.38,0.717,100,rain,0,0,53.3,29.9,210,1003.9,100,18,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-15T22:00:00,6.1,1.3,3.4,82.47,0.418,100,rain,0,0,58.7,33.8,210,1003.1,100,25,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-15T23:00:00,6.3,1.8,4.4,87.12,0.015,100,rain,0,0,60.8,29.9,210,1002.6,100,9.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T00:00:00,6.6,2.3,4.9,88.53,0.119,100,rain,0,0,59.4,29.1,210,1002.1,100,9,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T01:00:00,6.8,2.8,5.7,92.23,0.139,100,rain,0,0,58,26.2,230,1002.1,100,10,,,,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T02:00:00,7,3.9,6,93.52,0.199,100,rain,0,0,35.6,17.6,230,1001.9,100,11.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T03:00:00,7.1,4.4,6.2,93.54,0.002,100,rain,0,0,33.5,15.1,210,1000.7,100,17.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T04:00:00,7.1,4.8,6.5,95.98,0.19,100,rain,0,0,31.3,12.6,210,999.8,100,7,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T05:00:00,7.5,4.9,6.4,92.34,0.103,100,rain,0,0,31,15.1,200,999.1,100,20,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T06:00:00,7.3,4.2,6.4,93.54,0.988,100,rain,0,0,32.8,18.3,190,998,99.4,10,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T07:00:00,7.3,3.8,6.4,93.54,0.42,100,rain,0,0,50.4,22.6,200,996.4,100,11,,,,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T08:00:00,7.8,4.3,6.9,93.54,0.412,100,rain,0,0,41.8,23.7,200,995.2,100,8,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T09:00:00,8.1,4.7,7.1,92.91,1.105,100,rain,0,0,44.6,23,190,993.6,99.4,15,10,0,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T10:00:00,8.3,4.2,7.4,93.56,1.017,100,rain,0,0,57.2,32.7,200,992.2,100,6,31,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T11:00:00,9.1,5,8.2,93.62,0.406,100,rain,0,0,64.1,37.4,210,991.3,100,5,55,0.2,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T12:00:00,10.1,10.1,9.1,93.02,0.012,100,rain,0,0,63.7,36.3,230,991,100,8,79,0.3,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T13:00:00,10.8,10.8,9.7,92.47,0.107,100,rain,0,0,69.5,33.5,240,991,100,29.9,63,0.2,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T14:00:00,11.6,11.6,9.7,87.76,0.015,100,rain,0,0,52.2,33.8,250,991.5,100,35,56,0.2,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T15:00:00,12.3,12.3,9.6,83.65,0.001,100,rain,0,0,50,36.4,250,991,99.1,30.1,49,0.2,0,3,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T16:00:00,12.1,12.1,9.2,81.99,0,0,rain,0,0,50,34.2,240,990.4,99.2,30.1,52,0.2,1,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T17:00:00,12.1,12.1,9.1,81.92,0,0,rain,0,0,49.7,32.4,240,990.1,98.5,30,22,0.1,0,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T18:00:00,11.9,11.9,8.4,79.23,0,0,,0,0,48.2,33.5,240,990.1,99,22,5,0,0,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T19:00:00,11.6,11.6,8.4,80.33,0.004,100,rain,0,0,71.3,42.8,230,988.2,99.6,17.9,,,,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T20:00:00,10.8,10.8,9.2,89.44,1.216,100,rain,0,0,56.9,33.4,210,985.9,100,6,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T21:00:00,11.3,11.3,9.9,90.65,0.913,100,rain,0,0,63.4,46.4,220,983.6,99.8,6,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T22:00:00,12.1,12.1,10.7,90.77,1.12,100,rain,0,0,65.2,48.2,230,982.3,100,5,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-16T23:00:00,12.8,12.8,10.7,86.73,0.466,100,rain,0,0,92.9,59.7,250,982,91.9,6,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T00:00:00,11.5,11.5,6.9,72.98,2.295,100,rain,0,0,85.3,49.3,260,982.6,100,30.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T01:00:00,10.9,10.9,6.1,72.67,0.005,100,rain,0,0,83.5,51.4,270,984.1,85.9,30,,,,10,"Rain, Partially cloudy",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T02:00:00,11.1,11.1,5.1,66.6,0,0,,0,0,87.5,64.3,260,984.3,100,30,0,0,0,10,Overcast,wind,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T03:00:00,10.6,10.6,4.4,65.14,0.012,100,rain,0,0,86.8,59,260,984,78,30,0,0,0,10,"Rain, Partially cloudy",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T04:00:00,9.5,4.2,2.1,59.83,0.059,100,rain,0,0,90.7,66.5,270,985.1,65.9,30,0,0,0,10,"Rain, Partially cloudy",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T05:00:00,9.1,3.8,2.2,61.67,0,0,rain,0,0,92.9,62.9,270,986.1,77.7,30,0,0,0,10,Partially cloudy,wind,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T06:00:00,8.7,3.1,2.2,63.67,0,0,rain,0,0,95.4,62.6,260,987.1,95.5,30,0,0,0,10,Overcast,wind,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T07:00:00,8.6,3.2,1.9,62.38,0,0,rain,0,0,95.8,60.9,270,988,100,25,,,,10,Overcast,wind,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T08:00:00,8.3,2.6,1.9,63.84,0.002,100,rain,0,0,85.7,64,270,989.6,84,22,7,0,0,10,"Rain, Partially cloudy",rain,"04275,00704,C2597,05014,00691,00044,05822"
bremen,2022-02-17T09:00:00,7.2,1.2,3.1,75.27,0.003,100,rain,0,0,94.7,59.4,270,991.8,95.4,12.1,9,0,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T10:00:00,7.1,1.4,2.9,74.17,0.003,100,rain,0,0,86.4,55,270,993.6,87.9,17.1,45,0.2,0,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T11:00:00,6.3,1,3.2,80.14,0.606,100,rain,0,0,82.1,41.4,280,995.2,73.6,9.1,58,0.2,1,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T12:00:00,7.1,1.1,2.6,73.03,0.25,100,rain,0,0,81.7,59.7,270,996.8,72,24.9,141,0.5,1,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T13:00:00,6.1,-0.1,2.4,77.2,0.019,100,rain,0,0,72,56.4,270,998.2,73.2,9.1,109,0.4,1,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T14:00:00,7.6,2.2,1.9,67.15,0.229,100,rain,0,0,83.2,50.3,270,999,100,25,130,0.5,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T15:00:00,8.2,2.9,0.7,59.37,0.008,100,rain,0,0,84.2,52.8,280,999.7,71.9,25,133,0.5,1,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T16:00:00,7.6,2.9,2.1,68.42,0.014,100,rain,0,0,77,36.7,270,1000.9,63.7,17.1,116,0.4,1,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T17:00:00,7.3,2.4,1.2,64.94,0.108,100,rain,0,0,68.8,41,270,1002,67.1,20,49,0.2,0,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T18:00:00,6.9,1.5,0.9,65.66,0.005,100,rain,0,0,62.3,43.9,270,1002.7,66.1,22,4,0,0,10,"Rain, Partially cloudy",rain,"04275,00704,05014,C6054,00691,00044,05822"
bremen,2022-02-17T19:00:00,6.6,1.3,1.2,68.01,0,0,,0,0,67.7,44.2,270,1004.1,99.1,25,,,,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T20:00:00,6.5,1.3,1.2,68.48,0,0,,0,0,54.7,41.4,260,1005,100,30,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T21:00:00,6.3,1.4,1.1,69.35,0,0,,0,0,52.6,36.4,260,1005.8,100,35,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T22:00:00,6.2,1.3,0.7,67.94,0,0,,0,0,50.4,33.5,260,1006.1,99.4,35,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-17T23:00:00,6.3,1.7,0.4,65.71,0,0,,0,0,46.4,31.3,260,1006.8,88,35,0,0,0,10,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T00:00:00,5.6,1.1,0.7,70.64,0,0,,0,0,38.9,26.3,250,1007.1,48.3,40,0,0,0,10,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T01:00:00,4.7,0.1,1.2,77.89,0,0,,0,0,49.7,25.2,250,1007.5,13,40,,,,10,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T02:00:00,4.7,0.7,1.7,80.8,0,0,,0,0,30.6,19.8,250,1007.5,13,40,0,0,0,10,Clear,clear-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T03:00:00,4.6,0.9,2.1,83.87,0,0,,0,0,28.4,18,240,1007.7,100,39.9,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T04:00:00,4.3,0.9,2.1,85.18,0,0,,0,0,27.7,15.1,230,1007.4,100,39.9,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T05:00:00,3.7,0.5,2.1,89.25,0,0,,0,0,26.6,12.6,230,1007.3,100,30,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T06:00:00,4.3,1.7,2.6,88.77,0,0,,0,0,23.8,10.8,210,1006.6,100,25,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T07:00:00,4.4,2.3,2.6,88.16,0,0,,0,0,38.5,8.3,190,1005.7,98.4,25,,,,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T08:00:00,4.8,2.2,2.9,87.2,0.007,100,rain,0,0,22.3,11.2,170,1004.6,98.9,12.1,6,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,C6054,00691,00044,05822"
bremen,2022-02-18T09:00:00,5.1,2.6,4.1,93.3,0.195,100,rain,0,0,28.8,11.2,110,1002.4,100,15,9,0,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T10:00:00,5.3,1.9,4.1,91.51,0.104,100,rain,0,0,31,16.9,150,1000.9,100,15,27,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T11:00:00,6.1,2,4.7,90.29,0.02,100,rain,0,0,40.3,24.8,150,998.2,100,10.1,33,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T12:00:00,6.2,1.5,5.4,94.6,0.306,100,rain,0,0,48.6,30.6,160,995.6,100,5,37,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T13:00:00,7.5,3.7,6.2,91.05,0.008,100,rain,0,0,69.5,25.9,180,993.3,100,15,39,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T14:00:00,9.3,5.7,7.8,90.45,0.099,100,rain,0,0,50,29.9,200,990.7,100,8.1,47,0.2,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T15:00:00,10.8,10.8,8.4,84.79,0.001,100,rain,0,0,56.2,34.2,200,987.9,100,25,61,0.2,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T16:00:00,11,11,8.7,85.3,0.01,100,rain,0,0,59.8,32.7,210,986.1,99,10,28,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T17:00:00,10.1,10.1,5.2,71.34,2.384,100,rain,0,0,66.6,53.3,230,985.6,100,25,25,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T18:00:00,9.6,4.9,3.1,63.94,0.005,100,rain,0,0,74.5,51.8,230,984.6,89.8,35,11,0,0,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T19:00:00,8.4,2.7,3.5,71.61,0.01,100,rain,0,0,99.7,63.3,230,984.3,76.1,20,,,,10,"Rain, Partially cloudy",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T20:00:00,7.4,1.1,3.3,75.56,0.103,100,rain,0,0,108,69,240,985.4,83,19.9,0,0,0,10,"Rain, Partially cloudy",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T21:00:00,6.3,-0.1,2.1,74.17,0.407,100,rain,0,0,105.5,63.3,240,986.7,95.5,40,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T22:00:00,5.8,-0.9,1.4,73.03,0.116,100,rain,0,0,97.6,66.1,250,988.7,96.4,40,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-18T23:00:00,6.1,-0.3,0.6,68.17,0.193,100,rain,0,0,94,59.8,250,989.4,96.3,29.9,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T00:00:00,6.5,-0.3,-0.6,60.12,0.003,100,rain,0,0,90.7,75.5,250,990.4,99.4,25.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T01:00:00,6.2,-0.4,-0.4,62.97,0.001,100,rain,0,0,104,64.1,250,991.3,87.7,30,,,,10,"Rain, Partially cloudy",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T02:00:00,5.6,-1.7,0.1,67.76,0,0,rain,0,0,98.3,74.4,250,991.8,99.8,15,0,0,0,10,Overcast,wind,"04275,00704,05014,00691,00044"
bremen,2022-02-19T03:00:00,4.6,-2.6,1.2,78.28,0.116,100,rain,0,0,97.2,66.5,260,994.4,100,8,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T04:00:00,4.1,-2.3,2.1,86.34,1.2,100,rain,0,0,88.6,46.8,250,996.4,99.7,18.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T05:00:00,4.1,-1.9,2.1,86.8,0.245,100,rain,0,0,72.7,38.5,250,998.6,99.2,49.8,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T06:00:00,4.6,-1.6,1.7,81.38,0.061,100,rain,0,0,66.6,44.6,260,1000.5,99.9,0.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T07:00:00,4.3,-1.6,1.8,84.09,0.044,100,rain,0,0,59.4,39.2,250,1002.1,100,10,,,,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T08:00:00,3.3,-3.5,1.4,86.97,0.156,100,snow,0,0.1,57.2,49.2,260,1003.9,100,10,11,0,0,10,"Snow, Overcast",rain,"04275,00704,05014,C6054,00691,00044,05822"
bremen,2022-02-19T09:00:00,2.4,-2.7,1.2,91.57,0.996,100,rain,0,0.1,59.4,23.8,250,1005.8,98.3,22,22,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T10:00:00,4.8,-1,1.5,79.57,0.14,100,rain,0,0.1,56.9,40.3,250,1006.9,83.2,22.1,90,0.3,1,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T11:00:00,5.1,-0.7,1.2,75.63,0.002,100,rain,0,0.1,61.6,42.4,260,1007.8,56.5,24.9,98,0.4,1,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T12:00:00,6.1,0.7,0.9,69.48,0.008,100,rain,0,0.1,64.4,40.3,250,1008.9,55.6,25,338,1.2,3,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T13:00:00,5.8,0.5,0.2,67.17,0.005,100,rain,0,0,54.4,38.5,240,1009.1,72.9,22.1,177,0.6,2,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T14:00:00,6.8,1.7,1.6,69.69,0.101,100,rain,0,0,62.6,39.9,240,1009.4,73.8,22.1,254,0.9,3,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T15:00:00,6.2,1.2,1.1,70.12,0.007,100,rain,0,0,58.7,35.3,240,1009.7,42.4,25.1,397,1.4,4,10,"Rain, Partially cloudy",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T16:00:00,6.6,2.2,0.1,63.15,0,0,,0,0,56.5,30.2,240,1009.3,100,25,77,0.3,1,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T17:00:00,6.1,1.8,-0.4,63.07,0,0,,0,0,51.8,27.7,240,1009.4,100,30.1,38,0.1,0,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T18:00:00,5.6,1,0.1,67.7,0,0,,0,0,45.7,29.1,230,1009,100,25.1,10,0,0,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T19:00:00,5.6,1.6,-0.1,66.32,0,0,,0,0,51.1,22.3,220,1008.5,100,25.1,,,,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T20:00:00,5.8,1.2,-0.1,65.75,0,0,,0,0,33.1,28.7,230,1008.3,100,40,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T21:00:00,4.4,-0.2,1.6,82.59,0.01,100,rain,0,0,38.5,24.4,210,1007.7,100,20.1,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T22:00:00,4,0.8,2.1,86.92,0.205,100,rain,0,0,38.2,13.7,190,1006.6,100,29.9,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-19T23:00:00,3.8,-0.5,1.9,87.05,0.312,100,rain,0,0,39.6,20.8,180,1005.2,100,20,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T00:00:00,3.6,-1.3,1.9,88.31,0.704,100,rain,0.1,0.1,43.6,25.5,180,1003.9,100,20,0,0,0,10,"Rain, Overcast",snow,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T01:00:00,3.2,-0.2,2.2,93.28,0.344,100,rain,0,0.1,42.1,13,200,1003.5,100,20,,,,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T02:00:00,3.3,0.7,2.6,94.58,0.213,100,rain,0,0,34.6,10.1,230,1003.9,94.4,24.9,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T03:00:00,3.6,1.2,2.9,94.59,0.004,100,rain,0,0,17.3,9.4,300,1004.8,75.7,25,0,0,0,10,"Rain, Partially cloudy",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T04:00:00,3.8,-0.4,2.6,92.01,0,0,,0,0,21.2,20.1,280,1006.2,60,24.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T05:00:00,3.6,-0.7,1.4,85.3,0,0,,0,0,25.6,20.5,280,1007.5,98.9,39.9,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T06:00:00,2.2,-1.5,0.4,88.06,0,0,,0,0,24.1,14,250,1007.9,100,44.9,0,0,0,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T07:00:00,2.4,-2.2,0.9,89.95,0,0,,0,0,27.4,19.8,220,1007.8,100,30,,,,10,Overcast,cloudy,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T08:00:00,3.1,-1.4,1.2,86.95,0,0,rain,0,0,27.4,20.9,210,1007.2,100,18.1,5,0,0,10,Overcast,cloudy,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T09:00:00,3.3,-0.7,1.6,88.11,0.005,100,rain,0,0,40.3,18,200,1006.2,100,10.1,11,0,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T10:00:00,3.3,-1,2.1,91.39,1.581,100,rain,0.1,0.1,42.5,19.8,170,1003.9,100,6,19,0.1,0,10,"Rain, Overcast",snow,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T11:00:00,4.5,0,3.3,92.12,1.807,100,rain,0,0.1,49.3,24.1,190,1002.8,100,6,42,0.2,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T12:00:00,6.1,2.1,5.1,92.82,1.017,100,rain,0,0.1,48.6,24.1,210,1001.5,97.2,8,63,0.2,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T13:00:00,8.5,4.5,7,90.54,0.102,100,rain,0,0.1,74.9,32.4,220,1000.3,97.5,10,97,0.3,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T14:00:00,9.6,5.6,7.9,88.79,0.124,100,rain,0,0,59,38.5,230,999.6,100,9,61,0.2,1,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T15:00:00,9.6,5.9,8.1,89.94,0.32,100,rain,0,0,60.1,33.8,230,998.7,100,7,37,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T16:00:00,9.6,5.8,8.2,90.55,0.626,100,rain,0,0,58.3,34.5,230,997.7,100,7,23,0.1,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T17:00:00,9.5,5.5,8.2,91.15,1.11,100,rain,0,0,55.4,37.7,230,996.8,100,7,9,0,0,10,"Rain, Overcast",rain,"E8845,04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T18:00:00,9.5,5.5,8.1,90.56,1.016,100,rain,0,0,56.9,37.1,230,995.4,100,7,8,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T19:00:00,9.6,5.6,8.1,89.96,0.711,100,rain,0,0,72.7,38.8,220,994.1,100,10.1,,,,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T20:00:00,9.6,5.7,8.1,90.04,1.027,100,rain,0,0,61.6,36.3,220,992.5,100,11,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T21:00:00,9.6,5.6,8.1,89.93,1.122,100,rain,0,0,67.7,38.8,220,990.3,100,12,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T22:00:00,10,10,8.1,87.64,1.125,100,rain,0,0,74.5,46,210,988.2,100,13,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-20T23:00:00,10.1,10.1,7.9,85.82,0.608,100,rain,0,0,79.2,45.7,220,985.7,100,20,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-21T00:00:00,10.1,10.1,7.7,84.65,0.215,100,rain,0,0,84.6,54,220,983.8,100,16,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-21T01:00:00,7,1.7,4.9,86.04,3.35,100,rain,0,0,82.1,45.3,260,986.2,100,25,,,,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
bremen,2022-02-21T02:00:00,6.6,1.4,4.2,84.26,0.027,100,rain,0,0,69.8,42.1,250,986.9,97,20,0,0,0,10,"Rain, Overcast",rain,"04275,00704,05014,00691,00044,05822"
